기사id,카테고리,제목,날짜,요약문,원문
611,NULL,"강원산불, 벌써 일년",2020/04/10,"강원도 산불작년 4월 4일, 강원도 5개 지역에서 큰 산불이 났어요. 한 전신주의 개폐기(회로를 껐다 켰다 할 수 있는 스위치)에서 폭발하는 소리가 나더니, 순식간에 불이 번진 건데요. 봄이라 날이 건조하고 강풍이 불었던 탓에 피해가 컸다고: 당시 2명이 사망했고, 산림 2823ha(축구장 약 3965개 면적)가 불탔어요. 또, 1542명은 순식간에 집을 잃었고요. 이후 조사 결과, 산불은 개폐기를 관리하던 한국전력공사(한전)의 잘못이었던 걸로 드러났습니다.",https://www.edaily.co.kr/news/read?newsId=03932726622687688
611,NULL,"강원산불, 벌써 일년",2020/04/10,"그 후로 1년이 지났지만주민들은 아직도 일상으로 돌아가지 못했어요. 이재민 중 절반 이상이 여전히 조립주택이나 임대주택에서 생활하는 중이거든요. 불타버린 산이 다시 푸르러지는 데도 시간이 걸릴 것 같은데요. 아직 불탄 나무를 잘라내고 있어서(진행률 64%), 씨를 뿌리거나 새로운 나무를 심기까지 3년 정도 더 기다려야 한다고. 다시 숲이 만들어지기 위해서 짧게는 4년, 길게는 21년까지도 기다려야 하는 상황이래요 🌲🌼. ",https://www.mk.co.kr/news/society/view/2020/04/352536/
611,NULL,"강원산불, 벌써 일년",2020/04/10,"+ 한전과의 보상 문제도 얽혀 있어요: 지난 1월, 정부는 이재민들에게 줄 지원금을 한전이 내야 한다고 주장했는데요. 한전은 “우리가 산불 원인을 제공한 건 맞지만, 당시 바람이 많이 부는 등 다른 원인도 있었기 때문에 피해 금액 전부를 내는 건 불합리하다”고 반발했어요. 정부 vs. 한전의 갈등이 계속되어 소송까지 간다면, 배상금을 받는 시기가 늦어질 수 있어 주민들도 걱정이 많은 상황이에요.",https://www.nocutnews.co.kr/news/5321701
612,세계,코로나19 미국 선거 영향,2020/04/10,"코로나19는 우리나라 선거뿐만 아니라 🇺🇸 미국 선거에도 영향을 주고 있어요. 미국은 11월 대선에 나갈 민주당 대표 뽑아야 하는데(경선), 대부분의 지역에서 외출을 제한하고 선거도 미뤄지고 있죠. 하지만 유일하게 선거를 밀어붙여 논란이 된 곳이 있으니, 바로 위스콘신 주.",https://news.mt.co.kr/mtview.php?no=2020040915170342761
612,세계,코로나19 미국 선거 영향,2020/04/10,"
왜 선거를 밀어붙였을까?
진짜 속내는 모르지만, 일부 사람들은 정치적 목적일 거라 보는 중. 위스콘신 주도 원래는 다른 지역들처럼 선거를 미루기로 했어요. 하지만 보수 성향인 주 의회와 대법원이 연기를 무효로 했죠. 원래 나라 불문하고 투표율이 낮으면 보수 정당(공화당)에 유리하다는 통설은 유명해요. 이대로라면 코로나19 때문에 투표율이 낮을 테니 과하게 밀어붙인 거 아니냐는 추측이 나온 배경이고요. 일부 시민들은 평소 약국도 못 가게 하면서 꼭 그렇게 선거를 치러야 하냐며 항의했고요. 그런데… 비슷한 논란은 11월 대선에도 있을 듯하다고.",https://www.hankookilbo.com/News/Read/201604090421591923
612,세계,코로나19 미국 선거 영향,2020/04/10,"
대선에서는 왜?
투표소에 사람들이 몰리면 코로나19 감염 가능성이 커져서, 우편투표를 하자는 의견이 나오고 있는데요. 트럼프 대통령을 포함한 🔴공화당원들은 결사반대 중이고, 🔵민주당은 찬성하고 있어요. 각각 국민들의 생명권과 투표권을 이유로 들고는 있지만, 사실상 누가 투표에 많이 참여하는지가 선거 승리랑 연결되니까 열심히 싸우는 것 아닌가 싶은 달콤씁쓸한 상황이죠.",https://www.seoul.co.kr/news/newsView.php?id=20200409500126
613,세계,미국 의료보험과 코로나19,2020/04/08,"확진자 약 36만 명, 사망자 약 1만 명으로 코로나19 확진자 가장 많이 나온 나라가 된 미국(4월 7일 기준). 이번 주가 미국 사람들에게 가장 슬픈 한 주가 될 것 같다는데요. 사람들은 상황이 이렇게 된 데 한몫한 원인으로, 미국의 의료보험 제도를 지목했어요 👀. ",https://news.sbs.co.kr/news/endPage.do?news_id=N1005735063
613,세계,미국 의료보험과 코로나19,2020/04/08,"
의료보험 제도, 무슨 일이래?
미국 병원비는 우리나라에 비하면 많이 비싼 편. 그 때문에 사람들 대부분은 웬만하면 병원 가는 걸 꺼린다고.",http://www.koreatimes.com/article/1293694
613,세계,미국 의료보험과 코로나19,2020/04/08,"코로나19는 돈이 있든 없든 상관없이 빠른 검사·격리·치료가 가장 중요한 상황이라, 미국 정부는 대책을 내놓았어요: “180만~440만 원에 달하던 검사 무료로 받게 하고, 의료 지원금 1000억 달러(약 121조 원) 마련하겠다!” 하지만 확진자가 빠르게 늘며 검사와 격리·치료는 여전히 어려운 실정이라고.",http://news.kbs.co.kr/news/view.do?ncd=4416824
613,세계,미국 의료보험과 코로나19,2020/04/08,"+ 전에 없던 팬데믹 공포가 전 세계를 덮치며, 민간 의료보험이 가진 한계가 드러나는 것 아니냐는 지적이 나오고 있어요. 그동안 미국에서 의료보험을 두고 벌어졌던 뜨거운 정치 논쟁(민주당과 오바마 vs. 공화당과 트럼프)이 새로운 국면을 맞이할 것 같다고.",https://www.yna.co.kr/view/AKR20170105015900071
613,세계,미국 의료보험과 코로나19,2020/04/08,"
+ 미국 캘리포니아에서 17살 한국인이 의료보험이 없어 치료받지 못하고 사망했다는 뉴스, 혹시 보셨나요? 이는 사실이 아닌 걸로 밝혀졌어요. 코로나19에 감염된 건 맞지만, 의료보험은 가입돼 있었고 치료를 받기 위해 응급실로 이동하다 사망한 거라고.",https://news.chosun.com/site/data/html_dir/2020/03/30/2020033004830.html
614,세계,코로나19 해외 상황,2020/04/08,"
🇯🇵 일본: 누구인가? 누가 긴급사태를 내렸어?
아베 총리. 최근 어디서 감염된 건지 알 수 없는 20~40대 환자들이 급격히 늘어 오늘 긴급사태를 내렸어요. 일본 정부는 건물주 허락을 받지 않아도 토지나 건물을 병원으로 사용할 수 있고, 대중교통은 이용할 수 있지만 학교·백화점 등은 못 가게 할 수 있고요. 하지만 일부 사람들은 경제가 나빠질까 봐 선포를 늦게 한 건 아닌지 의심하고 있어요.",https://news.joins.com/article/23747685
614,세계,코로나19 해외 상황,2020/04/08,"
🇸🇪 스웨덴: 사회적 거리두기 대신 써왔던 방역책은?
‘집단면역’: 사람들의 접촉을 막는 대신 다수가 감염됐다가 면역력을 갖게 하는 방법이에요. 국민의 60~70%가 면역이 생기면 바이러스가 숙주를 찾기 어려워진다는 것. 바이러스를 잠시 없애더라도 언제든 다시 돌아올 수 있다고 보고 선택한 거죠. 하지만 실험 결과, 국경을 폐쇄한 덴마크 등 주변 3개 나라 합친 것보다 사망자가 많았다고. 그래서 스웨덴도 다른 나라처럼 봉쇄 등의 정책으로 바꿀지 검토 중.

🇮🇳 인도: 슬럼독 밀리어네어의 배경지는?
다라비(Dharavi). 빈곤층 약 100만 명이 살고 있어 ‘아시아 최대 슬럼가’로 불리는데, 첫 코로나19 사망자가 나와 온 인도가 긴장하고 있어요. 빈민가는 인구 밀도가 워낙 높아 사실상 사회적 거리두기가 불가능하고 위생도 열악해 감염 위험이 커요. 브라질 등의 다른 빈민가도 마찬가지고요. 의사들은 이런 빈민가에서 환자가 급증할 상황을 대비해야 한다고 경고했어요.
+ 우리 교민 약 1만 명이 살아요. 어제 약 220명이 인도에서 전세기로 귀국했고, 곧 2차 전세기도 뜰 예정. 

🇬🇧 영국: 세계 정상들 중 첫 코로나19 확진자는?
보리스 존슨 총리. 지난달 27일 확진 판정을 받고 자가격리를 하다, 상태가 악화돼 어제 중환자실로 옮겨졌어요. 직무 대행은 외무장관이 맡게 됐고요.

🇨🇳 중국: 사회적 거리두기가 뭐죠?
코로나19 발병지인 우한이 오늘 봉쇄가 풀리는데, 베이징 등 유명 관광지에는 다시 사람들이 몰리고 있어요. 무증상 환자들이 돌아다니고 있고, 아직 해외에서 확진자가 들어오고 있어서 사람들은 코로나19가 다시 퍼지지 않을까 걱정하고 있어요.",https://www.hankookilbo.com/News/Read/202004061473370145
614,세계,코로나19 해외 상황,2020/04/08,"+ 🌸 벚꽃이 보고 싶어서: 지난 주말, 우리나라 시민 이동량도 50만 명 늘었어요. 확진자는 줄었지만, 사회적 거리두기에 지친 사람들이 움직이기 시작하면서 폭발적인 감염이 언제든 나올 수 있다는 경고도 나왔고요. 일부 교회는 부활절을 맞아 현장 예배를 하기로 하면서, 감염 가능성이 커지지 않을까 하는 우려도 커지고 있어요.₩",http://www.hani.co.kr/arti/society/health/935891.html
615,NULL,"도시공원 일몰제 ""공원을 못가""",2020/04/08,"
벚꽃놀이 내년에 제대로 하려고 했는데... 
일부 지자체에서는 땅을 사들이며 손을 쓰고 있어요. 하지만 다 사들이기에는 돈이 너무 많이 들어서 다른 방법을 고민하고 있다고.",https://biz.chosun.com/site/data/html_dir/2019/05/14/2019051400583.html
615,NULL,"도시공원 일몰제 ""공원을 못가""",2020/04/08,"+ 일몰제 대상 얼마큼?: 전국 2000여 개 공원이 해당하고(그래픽), 다 합치면 서울시의 3분의 2 정도예요.
 ",https://img.hankyung.com/photo/201903/AA.19246157.4.jpg
616,경제,배달의 민족 수수료 인상 논란,2020/04/06,"나 그동안 잘 시켜 먹었는데, 사장님 왜 속상한 거야? 😮배민 광고비가 부담스러웠대요. 첫 화면에서 피자, 치킨 등을 눌렀을 때 가장 위에 뜨는 3개 식당에 들려면 사장님은 매월 버는 돈의 일정 비율(6.8%)을 광고비로 내야 했거든요. 한 식당이 광고를 여러 개 내 상단을 장악하는 일명 ‘깃발 꽂기’ 문제까지 생겼고, 배민은 이를 해결하겠다며 새 정책을 내놓았습니다: “이젠 광고 등록하면 모두 위에 띄워줄게! 수수료 비율은 세계 최저(5.8%)로 낮춘다!”",https://biz.chosun.com/site/data/html_dir/2019/12/02/2019120202636.html
616,경제,배달의 민족 수수료 인상 논란,2020/04/06,"근데 뭐가 문제라는 거야?이번 정책이 사실상 상단 광고를 선택이 아닌 필수로 만들었다는 게 식당 사장님들 입장. 상단 광고를 원하는 식당을 모두 윗자리에 노출하면, 광고를 등록하지 않거나 저렴한 광고*를 택한 식당은 스크롤을 내려도 내려도 노출되지 않는다고. 결국 울며 겨자 먹기로 상단 광고비를 부담해야 하니, 배민에 내는 수수료가 예전보다 훨씬 더 많아지게 되었다는 거죠.* 매출액에 따라 일정 비율을 내는 게 아닌, 매달 정해진 요금을 내는 광고. 상단 광고 아래에 위치해요. 소상공인연합회는 배달앱 1위 배민(우아한형제들)과 2위 요기요(딜리버리히어로)가 하나로 합쳐지면서 이런 문제가 심각해졌다며, 공정거래위원회에 인수 과정을 더 꼼꼼하게 확인해달라고 요청했습니다.",https://view.asiae.co.kr/article/2020040311073926027
616,경제,배달의 민족 수수료 인상 논란,2020/04/06,"+ 정부가 배달앱을 적극적으로 규제해야 하는 게 아니냐는 목소리도 있어요. 총선에서 수수료 부담이 없는 공공 배달앱을 만들겠다고 약속하는 후보도 나왔고요. 한편 전국 지자체 최초 공공 배달 앱인 군산시의 ‘배달의 명수’는 여전히 큰 인기를 끌고 있다고. 사장님은 월평균 25만 원 이상을 아낄 수 있고, 소비자는 지역상품권으로 할인 혜택을 받을 수 있대요 🛵.",https://www.hankookilbo.com/News/Read/202004051400357132
617,NULL,민식이법 바꾸자 청원,2020/04/06,"마음 아픈 사연으로 청와대 국민청원에 올라 통과된 ‘민식이법’, 3월 25일부터 본격 시행이 되었는데요. 이번엔 법을 다시 바꿔 달라는 청원에 30만 명 이상 서명했습니다.",https://www1.president.go.kr/petitions/586941
617,NULL,민식이법 바꾸자 청원,2020/04/06,"+ 민식이법, 오해와 진실
“30km/h를 지켜도 사고 장소가 스쿨존이면 무조건 형사처벌”이라는 내용이 일부 SNS 글에 퍼지고 있는데요. 이는 사실이 아니에요. 처음 발의된 법안이 그랬는데, 국회 법사위에서 그건 과도한 형벌일 수 있다고 보고 새로운 안을 만들어 통과시켰거든요. 그래서 현행 민식이법은 ① 어린이 보호구역 내에서 ② 30km/h를 넘거나 안전의무를 위반해서 ③ 13세 미만 어린이를 죽거나 다치게 한 경우에만 가중처벌을 적용합니다.
 ",https://news.joins.com/article/23648632
617,NULL,민식이법 바꾸자 청원,2020/04/06,"+ 내비게이션에 스쿨존 우회 기능이?
일부 내비게이션 서비스는 스쿨존 우회 기능을 열어줘야 할지 말지 고민 중. 민식이법 시행 이후 관련 문의·불만이 자주 들어오고 있어서라네요.",https://biz.chosun.com/site/data/html_dir/2020/04/03/2020040303838.html
618,국내정치,주한미군 한국인 노동자 무급휴직,2020/04/06,그분들이 어떻게 됐는데?전체 노동자 8600여 명 중 절반이 4월 1일부터 무급휴직에 들어갔어요. 한국이 한미 방위비에 얼마나 낼지를 두고 입장이 달랐는데요. 그러던 중 미국 협상단이 한국인 노동자들을 협상 카드로 삼아 🃏 방위비를 더 내라고 압박하며 월급을 주지 않기로 한 것. 1957년에 주한미군사령부가 만들어진 이후 처음 있는 일이에요.,https://news.chosun.com/site/data/html_dir/2020/03/31/2020033105349.html
618,국내정치,주한미군 한국인 노동자 무급휴직,2020/04/06,"사람들은 뭐래? 전문가들은 한미 방위태세에 좋을 게 없다고 우려하고 있어요. 북한이 계속해서 도발하는 상황에서 한국인 노동자들이 없으면 주한미군이 제대로 돌아가지 않을 수 있기 때문. 우리 정부는 일단 긴급생활자금 지원 등 대책을 마련하기로 했고, 한국인 노동자들은 우리 정부에 더 당당하게 협상에 임하라고 요구했어요. ",https://www.yna.co.kr/view/AKR20200331200900071
618,국내정치,주한미군 한국인 노동자 무급휴직,2020/04/06,"+ 한국인 노동자가 ‘협상 카드’가 되지 않기 위해서는: 방위비 협상이 아닌, 노무 조항을 바꿔야 해요. 미군은 독일, 일본에도 주둔하고 있는데, 이곳에서 근무하는 노동자들은 현지 노동법을 적용받아 무급휴직 통보에 대응할 수 있어요. 반면 주한미군 노동자들은 국내법의 보호를 받지 못해 제대로 대응할 수 없죠. 2017년에 고용노동부가 이런 조항을 개정하자고 했지만, 주한미군은 “양국 간 협의할 사안”이라고 선을 그어놓고 아직까지 논의가 이뤄지지 않고 있어요.",http://www.hani.co.kr/arti/society/society_general/932881.html
619,코로나19,코로나19 긴급재난지원금 Q&A,2020/04/01,"코로나19로 건강부터 지갑 사정까지 걱정할 게 한둘이 아니라면 여기 주목! 지원금을 나누어 준다는 정부의 발표를 듣고, 고슴이가 자기도 국민인데 받을 수 있는 거냐며 뉴닉 에디터를 찾았습니다. 그래서 준비한 코로나19 긴급재난지원금 5문 5답! 🦔 고슴이가 묻고 뉴닉 팀이 답했습니다 🧡.",http://www.donga.com/news/article/all/20200330/100410042/1
619,코로나19,코로나19 긴급재난지원금 Q&A,2020/04/01,"Q. 나 소득 100만 밀웜인데, 받을 수 있슴?A. 아직 잘 몰라요! 정부가 한 말*을 뜯어보면, 한 집에 몇 명이 사는지에 따라 그룹을 나누고(1~4인 가구) 🏘, 그룹 안에서 소득(=버는 돈) 순위를 줄 세워 하위 70%에게 주겠다는 건데요. 그걸 계산하려면 일단 소득을 어떻게 볼지 기준이 필요한데, 마련이 쉽지 않아요. 통장에 찍히는 월급뿐만 아니라 부동산임대소득, 사업소득 등등 고려해야 할 게 아주 많다고. 아마 다른 복지정책의 기준이 됐던 중위소득**을 기준으로 미루어 예상해볼 순 있겠지만, 정확한 계산법은 보건복지부가 곧 마련할 때까지 기다려봐야 해요.* 정부: “긴급재난지원금 대상 가구는 가구원 수별로 소득 하위 70%에 해당하는 가구.”** 중위소득: 전체 가구를 소득 순위대로 쭉 세워놓고, 정 가운데 가구가 버는 소득을 말해요. 그걸 기준으로 중위소득 100%면 딱 중간만큼 버는 거고, 150%면 그것보단 1.5배 번다는 뜻.",https://www.yna.co.kr/view/AKR20200330144451002?input=1195m
619,코로나19,코로나19 긴급재난지원금 Q&A,2020/04/01,"Q. 당장 받을 수 있슴?A. 정부가 돈을 마련하고 나면, 5월쯤 될 거래요 🎁. 조건이 맞는 사람은, 4인 가족은 100만 원, 3인 가족은 80만 원, 2인 가족은 60만 원, 1인 가족은 40만 원을 받을 수 있다고.Q. 따로 신청해야 하는 거면 좀 귀찮겠슴… (긁적) A. 읍·면·동 주민센터나 온라인을 통해 신청하고, 모바일로도 지급 받을 수 있을 것 같다고! 지역상품권이나 전자화폐를, 구체적으로 어떤 절차로 신청받고 줄지는 더 고민 중이래요 💬.Q. 돈은 어디서 났슴?A. 정부가 80%, 각 지방자치단체가 20%씩 부담하는 안이 나와있어요! 이번 긴급재난지원금에 필요한 9조 1000억 원을 마련하기 위해, 일단 예산부터 갈아엎기로: “코로나19로 행사도 다 취소되는 마당에, 작년에 짜놓았던 2020 사업 예산 중 줄일 게 있을 거다! 그 돈을 지원금 주는 데 쓰겠다!” 이런 내용을 담은 2차 추가경정예산(추경)안을 국회에 제출하고, 총선이 끝난 4월 중에 처리되면 5월 중으로 받을 수 있을 거라고. 적자 국채(=나랏빚)가 늘어나는 부담은 감수하겠다고 밝혔어요.Q. 다른 거 또 받을 건 없슴?A. 이 지원금이 충분하지 않거나, 소득 하위 70%는 아니지만 가게나 기업을 힘들게 운영하는 전국 사장님들을 위해, 정부는 다른 대책도 내놓았어요: “저소득층·소상공인·자영업자·중소기업의 경우 건강·산재보험료를 크게는 반까지 깎아줄게요. 국민연금과 고용보험료도 더 나중에 내도 됩니다. 이건 당장 시행!”",http://www.hani.co.kr/arti/economy/economy_general/934828.html
619,코로나19,코로나19 긴급재난지원금 Q&A,2020/04/01,"+ 서울·경기 지역, 혜택 묻고 더블로 ✌️?아마 YES! 원래 받기로 했던 지자체 지원금도 받고, 새로 생긴 정부 지원금도 받을 수 있을 거라고. 지자체 입장에서는 그만큼 재정적인 부담도 느는 거긴 하지만 결국 지역 경제를 살리는 데 도움이 될 거라고 기대하고 있어요.",https://newsis.com/view/?id=NISX20200330_0000975940
620,테크,애플 사파리 쿠키 광고 차단 🍪,2020/04/01,"
많이 피곤했는데... 어떻게 한대?
우리 쿠키 먹으면 부스러기 떨어지잖아요. 웹사이트에 방문 흔적이 남는 것도 이거랑 비슷해서 ‘쿠키’라고 불러요 🍪. 여러 웹사이트가 이 쿠키를 광고업체한테 제공해, 이용자의 마음을 엿보는 듯한 광고를 할 수 있게 한 거고요. 애플은 ‘사파리’에서 쿠키를 제3자에게 제공하지 못하도록 막은 상황이에요(a.k.a. 서드파티 쿠키 제공 🚫).",https://www.zdnet.co.kr/view/?no=20200325172223
620,테크,애플 사파리 쿠키 광고 차단 🍪,2020/04/01,"
왜 막은 거야?
프라이버시를 침해한다는 문제가 있거든요. 내 기록이 어떻게 공유되길래 귀신같이 알고 따라다니는 건지, 이용자들은 알 방법이 없었던 거죠. 쿠키를 제공받아 광고를 해온 업체들은 멘붕에 빠졌고요. 사파리를 시작으로, 세계 웹브라우저 시장에서 60% 이상을 쥐고 있는 구글 크롬도 올해 초 “2년 안에 제3자에게 쿠키를 제공하지 않겠다”고 했기 때문(사파리는 17%가 사용). 앞으로 쿠키 광고를 못 하게 되면, 새로운 디지털 광고 기법이 개발될 거라는 기대도 나오고 있어요. ",http://it.chosun.com/site/data/html_dir/2020/02/16/2020021600579.html
621,국내정치,21대 총선 선거보조금 논란,2020/04/01,선거보조금이 뭐더라?선거를 치르는 해에 정부가 정당에 주는 돈을 말해요. 정당이 잘 운영되어야 국회와 나랏일 모두 잘 돌아가니 ‘이 돈으로 잘해보세’ 하며 주는 거죠 🤝. 불법 선거자금 범죄를 예방하는 차원도 있고요. 이번 21대 총선 선거보조금은 약 440억 원. 20대 총선 때 선거권을 가진 사람 수에 1047원을 곱해 나온 액수예요.,https://www.hankyung.com/news/article/2017051914701
621,국내정치,21대 총선 선거보조금 논란,2020/04/01,"근데 뭐가 문제야?미래통합당, 미래한국당 쌍둥이가 따블로 받은 게 아니냐는 비판이 있어요 👀. 선거보조금의 절반은 국회의원 20명 이상인 정당들이 똑같이 나눠 가져요(a.k.a. 교섭단체). 이번엔 총 4개 정당이 교섭단체에 해당하는데, 이 중 2개가 ‘미래’댁 쌍둥이 형제예요. 사실상 가족 정당인데 서류상으로는 따로따로 받아서, 둘이 받은 보조금을 합치면 한 정당으로 선거에 나왔을 때보다 36.6억 원이 많다는 분석이 있고요. 다른 정당이 받을 돈이 그만큼 줄어들기도 해서 눈초리 콕콕 꽂히는 거죠.",https://1boon.kakao.com/h21/H21_sady_parliamentary_group
621,국내정치,21대 총선 선거보조금 논란,2020/04/01,"+ 또 하나의 눈초리: “이 돈 괜찮은 건가?”이번에 ‘국가혁명배당금당(대표 허경영)’은 여성 후보를 많이 내보내 유일하게 ‘여성추천보조금*’을 받았는데요. 보조금을 받기 위해 여성 후보 숫자만 채운 건 아닌지 의심받고 있어요. 배당금당 후보 중에 다른 후보 중에 청소년 강간 ·청소년 전과가 있는 사람이 있어, 여성의 권리를 중요하게 생각하고 있는 것 같지 않다는 것. *여성에게 정치 참여 기회를 보장하기 위해 만든 제도로, 전체 지역구 후보 253명 중 30% 이상을 여성으로 내보낸 정당은 ‘여성추천보조금’을 받을 수 있어요. ",http://www.donga.com/news/article/all/20200330/100421546/1
622,여성,n번방 사건' 담당판사 교체 요구,2020/03/30,‘집단 성착취 영상 거래 사건(=n번방 사건)’ 가해자 중 한 명의 재판을 오덕식 판사가 맡는다고 알려지면서 국민청원 게시판이 또다시 뜨거워졌어요 🔥. ,https://www.fnnews.com/news/202003261422404866
622,여성,n번방 사건' 담당판사 교체 요구,2020/03/30,그 사람이 누군데?가해자에게 관대한 판결을 내린다고 소문난 판사. 작년 8월에도 최종범 씨 사건에서 불법 촬영 혐의를 무죄라고 선고하면서 논란의 중심에 섰어요(폭행·협박 등은 유죄). 그 과정에서 가해자가 찍은 동영상을 반복적으로 봤다는 사실이 알려지면서 2차 가해라는 비판도 받았고요. 그뿐만 아니라 다른 불법 촬영 재판에서도 가해자에게 무죄나 집행유예 등 비교적 가벼운 형벌을 내리는 편이라고. ,https://www.nocutnews.co.kr/news/5316977
622,여성,n번방 사건' 담당판사 교체 요구,2020/03/30,"“제대로 처벌해야 합니다” 오 판사를 재판에서 빼달라는 국민청원, 이틀 만에 약 38만 명이 동의했어요 ✍️. 동시에 사법부 전체의 성인지 감수성을 높여야 한다는 목소리도 높아지고 있는데요. 한 시민단체는 “디지털 성범죄를 애초에 적극적으로 처벌했다면, 이번 사건처럼 악랄한 범죄는 일어나지 않았을 것""이라며 일부 판사들의 감수성 없는 판결이 26만 명의 가해자를 만들어낸 것이라고 비판했습니다. ",https://www1.president.go.kr/petitions/587323
622,여성,n번방 사건' 담당판사 교체 요구,2020/03/30,"+ 국회: “우리도 열일해볼게!” 가해자를 제대로 처벌해야 한다는 목소리가 높아지면서, 국회에서도 관련 법안들이 속속 나오고 있어요. 여야 공통: “불법 촬영물을 가지고 있는 사람, 퍼뜨린 사람, 만든 사람 모두 유죄!” 그 외에도 불법 촬영물 가지고 협박한 사람도 처벌해야 한다거나, 가해자에게 무기징역까지 선고해야 한다는 법안도 나왔는데요. 하지만 진짜로 통과돼서 시행되기까지 한참 남은 듯. 총선 먼저 치르고, 본회의 열어서 해당 법안을 심사하자는 이야기가 나오고 있거든요. (사람들: “화장실 들어갈 때랑 나올 때 마음이 다르면 어떡하지...?”) ",https://www.ytn.co.kr/_ln/0101_202003281549461328
622,여성,n번방 사건' 담당판사 교체 요구,2020/03/30,"+ n번방 사건(△), 집단 성착취 영상 거래 사건(O)MBC는 ‘n번방 사건’이라는 말 대신, ‘집단 성착취 영상 거래 사건’이라는 말을 사용하기로 했어요. 특정한 사람만이 아니라, 텔레그램 ‘n번방’ 등에 가입했던 사람 전부가 성착취 영상을 주문하고 영상을 퍼뜨리는 등 범죄와 관련 있다고 봤기 때문이라고. ",https://imnews.imbc.com/replay/2020/nwdesk/article/5675899_32524.html
623,경제,"올라도 문제, 내려가도 문제! 부동산 시장 위기",2020/03/30,"코로나19 상황에 강남 지역 아파트 가격이 지난주보다 0.01% 떨어졌어요. ‘에계, 뭐야. 고작 그 정도?’ 싶으셨다면, 잠시만요! 부동산 시장 위기가 시작될까 봐 웅성웅성 걱정이 퍼지고 있다는 소식 👥. ",https://news.sbs.co.kr/news/endPage.do?news_id=N1005722061
623,경제,"올라도 문제, 내려가도 문제! 부동산 시장 위기",2020/03/30,"무슨 걱정? 집값 떨어지면 좋은 거 아니야?문재인 정부는 그동안 집값을 떨어뜨리기 위해 여러 방면으로 고군분투했었죠. 하지만 비상식적으로 높게 오른 집값을 잡는 건 좋아도, 집값이 계속 떨어져 부동산 시장이 얼어붙는 것도 정부 입장에서 또 곤란한 일이라고 💫. 부동산은 산업 자체 규모가 워낙 커서 경제에 직접적인 영향을 주거든요. 집을 헐값에 팔기 싫은 사람들은 집을 팔지 않고 계속 가지고 있을 테고, 집이 필요한 사람은 여전히 집을 못 사게 될 수도 있어요. 그 사람들이 전세로 몰려 괜히 전셋값만 오를 수도 있고요.",https://news.joins.com/article/353584
623,경제,"올라도 문제, 내려가도 문제! 부동산 시장 위기",2020/03/30,"헉, 그럼 지금 큰일 난 거야?전국 집값이 떨어지고 있는 건 아니라서 아직 너무 걱정할 필요는 없지만, 잠실·반포 등 서울 몇몇 지역 집값이 떨어진 걸 두고 의견은 크게 둘로 나뉘었어요.",https://cnbc.sbs.co.kr/article/10000977183
623,경제,"올라도 문제, 내려가도 문제! 부동산 시장 위기",2020/03/30,"코로나19가 잡히기 전까지는 금융, 부동산 할 것 없이 경계를 낮출 수 없어서, 조금 더 지켜봐야 한다는 게 대부분 전문가의 의견.",https://biz.chosun.com/site/data/html_dir/2020/03/23/2020032304755.html
624,세계,트럼프 코로나19 초기대응 논란,2020/03/30,"미국이 전 세계에서 코로나19 확진자가 가장 많은 나라가 됐어요. 8일 만에 1만 명에서 10만 명으로 늘었고, 지금은 12만 명을 넘었어요.",http://www.hani.co.kr/arti/international/international_general/934628.html
624,세계,트럼프 코로나19 초기대응 논란,2020/03/30,"원인이 뭐야?트럼프 대통령이 코로나19가 퍼지는 초반에 제대로 대응하지 않은 게 가장 큰 원인으로 꼽혀요. 전염병이 퍼진다는 소문이 돌면 경제가 나빠지기도 하는데, 대선을 앞두고 지지율이 떨어질까 쉬쉬한 거죠. 트럼프는 “적극적으로 검사를 하니까 잠깐 확진자가 많아 보이는 거다”라고 주장했지만, 사망자도 빠르게 늘고 있어(현재 2000명) 초기 대응을 못한 게 맞다는 비판에 힘이 실리고 있어요.",http://news.khan.co.kr/kh_news/khan_art_view.html?art_id=202003272124015
624,세계,트럼프 코로나19 초기대응 논란,2020/03/30,+ 트럼프 대통령은 아직도 경제 걱정 삼매경 📉😟 지금은 ‘사회적 거리두기’ 가이드라인을 빡세게 지키고 있는데요. 가라앉은 경제를 살리기 위해 4월에는 사람들이 다시 집밖에 나와 경제활동을 하도록 만들겠다고 했어요. 하지만 같은 당 사람들마저도 “지금은 사람 살려야 할 상황”이라며 크게 반대하고 있고요.,https://www.yna.co.kr/view/AKR20200329006800071
624,세계,트럼프 코로나19 초기대응 논란,2020/03/30,+ 쏟아지는 실업급여 신청미국 경제 상황 좋지 않아요. 일자리를 잃은 사람도 계속 나오면서 실업급여를 신청하는 사람도 늘고 있는데요. 2009년 금융위기 때보다 4.9배 많은 328만 명이 신청했다고. 곧 1930년대 대공황 시절보다 늘어날 거라는 예측도 나오고 있어요.,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202003271515001
625,국내정치,경기도 코로나19 피해지원금,2020/03/27,"경기도에 사는 뉴니커? 🙋 4월부터 한 사람당 10만 원씩 지역화폐로 받을 수 있다는 소식, 들으셨나요? 코로나19로 인해 힘들어진 경제 위기를 잘 극복해보자며, 이재명 경기도지사가 도민에게 10만 원씩 쏘기로 했대요.",http://www.hani.co.kr/arti/area/capital/934041.html
